,review,point,date,ingre,token_review
0,Good,5,2016-01-28,프로폴리스,[]
1,항상 영양크림만 발랐는데~ 이거랑 같이 바르니까~ 더 보습이 잘 되는 거 같아요~,5,2016-01-29,프로폴리스,"['항상', '영양', '크림', '만', '발랐는', '데이', '거', '랑', '같이', '바르니까', '더', '보습', '이', '잘', '되는거', '같아요']"
2,ㅂㅌㅅyeufsusududifdudys7eeuduificviudiidifififudfiifjjfkjfiideurijtjf,5,2016-01-30,프로폴리스,[]
3,잘받았어요.쿠폰 적용해서 착한 가격에 잘구입했네요. 잘쓸께요. 많이 파시고 번창하세요.,4,2016-01-30,프로폴리스,"['잘', '받았어요', '쿠폰', '적', '용해서', '착한', '가격', '에', '잘', '구입', '했네요', '잘쓸께요', '많이', '파시', '고', '번창', '하세요']"
4,좋아요,5,2016-02-01,프로폴리스,['좋아요']
5,제 피부가 예민한 편이라 화장품이나 폼클렌징을 피부에 맞지 않은 것으로 바꾸면 바로 트러블이 나거든요.... 특히 화이트닝제품은 쓰기도 어렵구요...ㅠ.ㅠ 근데 이 제품은 진정되는데 정말 효과가 있고 좋더라구요~,5,2016-02-02,프로폴리스,"['제', '피부', '가', '예민', '한편', '이라', '화장품', '이나', '폼', '클', '렌징', '을', '피부', '에', '맞지', '않은것으로', '바꾸면', '바로', '트러블', '이나', '거든요', '특히', '화이트', '닝', '제품', '은', '쓰기', '도', '어렵구요', '근', '데이', '제품', '은', '진정', '되는데', '정말', '효과', '가', '있고', '좋더라구요']"
6,수고수고하세요,3,2016-02-04,프로폴리스,"['수', '고수', '고', '하세요']"
7,수고하세요,3,2016-02-04,프로폴리스,"['수고', '하세요']"
8,"anc,avkhvnlshvm,znvlsnwjyhmenfkhvjs.vjlfvhlw.vjslv;.ws",3,2016-02-05,프로폴리스,[]
9,"처음 써보는데, 좋을것 같아요.",5,2016-02-12,프로폴리스,"['처음', '써', '보는데', '좋을것', '같아요']"
10,처음 써보는데 좋은것 같아요.,5,2016-02-12,프로폴리스,"['처음', '써', '보는데', '좋은', '것', '같아요']"
11,처음 써보는데 좋을것 같네요.,5,2016-02-12,프로폴리스,"['처음', '써', '보는데', '좋을것', '같네요']"
12,배송빨라요,5,2016-02-12,프로폴리스,"['배송', '빨라요']"
13,촉촉해요,5,2016-02-12,프로폴리스,['촉촉해요']
14,설연휴에 득템했네요.전에 프로폴리스앰플사용해보고 지금 대용량허니 앰플쓰는데 전 프로폴리스가 더 만족스럽더라구요.재구매하는데 가격까지 착해서 더 좋아요.,5,2016-02-12,프로폴리스,"['설연휴', '에', '득템', '했', '네', '요전', '에', '프로폴리스', '앰', '플사', '용해', '보고', '지', '금대', '용량', '허니', '앰', '플', '쓰는데전', '프로폴리스', '가더', '만족스럽더라구요', '재구매', '하는데', '가격', '까지', '착해서', '더', '좋아요']"
15,좋아요. 감사합니다.,5,2016-02-12,프로폴리스,"['좋아요', '감사합니다']"
16,가격도 저렴하고 좋아요 기능성기능은 잘모르겠지만 바르면 촉촉해요..............................,4,2016-02-13,프로폴리스,"['가격', '도', '저렴하고', '좋아요', '기능', '성', '기능', '은', '잘', '모르겠지만', '바르면', '촉촉해요']"
17,설렘박스 구매하면서 같이 구매해봤어요. 수분라인 살까하다가 수분라인은 많아서 프로폴리스로 사봤는데 장기간 써봐야 알겠지만 일단 금액대 1+1은 괜찮은것 같네요. 잘써볼께요~~,4,2016-02-13,프로폴리스,"['설렘', '박스', '구매', '하', '면서', '같이', '구매', '해봤어요', '수분', '라인', '살까', '하다', '가수', '분', '라인', '은', '많아서', '프로폴리스', '로', '사봤는데', '장기간', '써', '봐야', '알겠지만', '일단', '금액', '대', '은', '괜찮은', '것', '같네요', '잘써', '볼께요']"
18,아직오늘첨써봐서..ㅋㅋ첫느낌은나쁘지않아요ㅎㅎㅎ,4,2016-02-13,프로폴리스,"['아직', '오늘', '첨', '써', '봐서', '첫', '느낌', '은', '나쁘지', '않아요']"
19,"행사 때 싸게 쟁여요. 저렴하고 무난하게 쓸만합니다. 세가지 다 써 봤는데, 프로폴리스가 저한텐 제일 괜찮은 것 같네요. 가장 영양감이 높을 것 같지만, 모두 다 다소 묽은 제형이라 그다지 무겁지 않아요.",5,2016-02-13,프로폴리스,"['행사', '때', '싸게', '쟁', '여요', '저렴하고', '무난', '하', '게', '쓸만', '합니다세가지다', '써', '봤는데', '프로폴리스', '가', '저', '한텐', '제일', '괜찮은', '것', '같네', '요가', '장영', '양감', '이', '높을것', '같지만', '모두', '다', '다소', '묽', '은제', '형', '이라', '그다지', '무겁지', '않아요']"
20,"감사합니다..아주 잘 사용하겠습니다,, 팩도 잘 보내주셔서 잘 쓰도록 하겠습니다..다음에 또 이용할게요",5,2016-02-13,프로폴리스,"['감사합니다', '아주', '잘사', '용하겠습니다', '팩', '도', '잘', '보내주셔서', '잘쓰도록', '하겠습니다', '다음', '에', '또', '이', '용할게요']"
21,항상 쓰죠~,5,2016-02-13,프로폴리스,"['항상', '쓰죠']"
22,그동안 간단한 기초화장품만 사용 했는데 이번에 변화를 주어 피부에 조금더 양보 하려고해요.,5,2016-02-13,프로폴리스,"['그동안', '간단한', '기초', '화장품', '만사', '용했는데', '이번', '에', '변화', '를', '주어', '피부', '에', '조금', '더', '양보', '하려', '고해', '요']"
23,잘받았습니다 ~가격도저령한데하나사면하나더준다그래서각각하나씩샀어요~아직써보진않았지만기대됩니다ㅋ,5,2016-02-13,프로폴리스,"['잘', '받았습니다', '가격', '도', '저', '령', '한', '데', '하', '나', '사면', '하', '나더', '준다', '그래서', '각각', '하나', '씩', '샀어요', '아직', '써', '보진', '않았지만', '기대', '됩니다']"
24,이벤트 한다기에 얼른 주문해서 오늘 도착. 우선 용기도 이쁘고 발라 보니 발림성 좋고 촉촉하니 좋으네요. 저렴한 가격에 득템입니다.,5,2016-02-13,프로폴리스,"['이벤트', '한', '다기', '에', '얼른주', '문해', '서', '오늘', '도착', '우선', '용기', '도', '이쁘', '고발', '라보', '니', '발림', '성', '좋고', '촉촉하니', '좋으네요', '저렴한', '가격', '에', '득템', '입니다']"
25,항상 쓰는제품,5,2016-02-14,프로폴리스,"['항상', '쓰는', '제품']"
26,이틀정도 사용했는데 뭐가좋은지 모르겠음~글구 생각보다 많이묽음 기대하고 구매했는데 재구매안할듯~,3,2016-02-14,프로폴리스,"['이틀', '정도', '사용', '했는데', '뭐', '가', '좋은지', '모르겠음', '글', '구', '생각', '보다', '많이', '묽음', '기대하고', '구매', '했는데', '재구매', '안', '할듯']"
27,저렴한 가격에 살수있어서 좋네요자주 이용해야겠어요아직 사용은 안해봤지만 좋을듯하네요,4,2016-02-14,프로폴리스,"['저렴한', '가격', '에', '살수있어서', '좋네요', '자주', '이', '용해야겠어요', '아직', '사용', '은', '안해', '봤지만', '좋을듯', '하네요']"
28,1+1 같은제품이아니에요??ㅠ,4,2016-02-14,프로폴리스,"['같은', '제품', '이', '아니에요']"
29,잘못보고~ 구매햇는데 꾸준히 사용해볼려구요,4,2016-02-15,프로폴리스,"['잘', '못', '보고', '구매', '햇', '는데', '꾸준히', '사용', '해볼려', '구', '요']"
30,ㅇㅅㅇ,3,2016-02-15,프로폴리스,[]
31,적극 추천합니다마음에 들어요.,5,2016-02-16,프로폴리스,"['적극', '추천', '합니다', '마음', '에', '들어요']"
32,저렴해서 좋아요,4,2016-02-16,프로폴리스,"['저렴해서', '좋아요']"
33,차앤박은 현재 꾸준히 쓰고 잇는데 이전에 15ml는 너무 금방썼는데 35ml 크고 좋네요. 잘쓰겠습니다^^*,5,2016-02-16,프로폴리스,"['차앤', '박은', '현재', '꾸준히', '쓰고', '잇는데이전에는', '너무', '금방', '썼는', '데크', '고', '좋네요', '잘쓰겠습니다']"
34,15년 11월 제조 끈적임 없이 흡수도 잘되는거 같아요,5,2016-02-16,프로폴리스,"['년월', '제', '조', '끈', '적임', '없이', '흡수', '도', '잘', '되는거', '같아요']"
35,괜찮아요,4,2016-02-16,프로폴리스,['괜찮아요']
36,잘 쓸께요.기대를 가지고,3,2016-02-16,프로폴리스,"['잘쓸께요', '기대', '를', '가지', '고']"
37,저렴하게구입잘했네요,5,2016-02-17,프로폴리스,"['저렴하게', '구입', '잘', '했네요']"
38,1+1이라 저렴하게 써보려고 샀습니다. 근데 같은종류 2개말고 다른 종류도 선택할 수 있었으면 더 좋았을듯요 ㅠ,4,2016-02-17,프로폴리스,"['이라', '저렴하게', '써', '보려고', '샀습니다', '근데', '같은', '종류', '개', '말고', '다른', '종류', '도', '선택', '할수있었으면', '더', '좋았을', '듯', '요']"
39,가성비 좋아요. 촉촉하게 가볍게 쓰기좋아요. 흡수도 잘되구요^^,4,2016-02-17,프로폴리스,"['가성', '비', '좋아요', '촉촉하게', '가볍게', '쓰기', '좋아요', '흡수', '도', '잘', '되구요']"
40,상품 포장 꼼꼼히 해주시고 배송도 빠르고 좋아요~~~~~~~~~~~~~~~~~~~~~~~~~~~~`,5,2016-02-17,프로폴리스,"['상품', '포장', '꼼꼼히', '해주시', '고', '배송', '도', '빠르고', '좋아요']"
41,너무조아여,4,2016-02-18,프로폴리스,"['너', '무조', '아', '여']"
42,기존에 사용하던거라 제품은 괜찮아요 단지 용량이 작아 좀 아쉬울뿐이예요.. 써본 결과 기능은 괜찮은듯해요..,4,2016-02-18,프로폴리스,"['기존', '에', '사용', '하던거라', '제품', '은', '괜찮아요', '단지', '용량', '이', '작아', '좀', '아쉬울', '뿐이예요', '써', '본', '결과', '기능', '은', '괜찮은', '듯해', '요']"
43,1+1로 잘샀어요~^^,4,2016-02-20,프로폴리스,"['로', '잘', '샀어요']"
44,싸고 쓸만해료,4,2016-02-21,프로폴리스,"['싸고', '쓸', '만해', '료']"
45,계속 쓰고 있는데 현재까지는 좋은 듯해요. 다만 시중에 비싼 앰플하고 비교하지 마세요. 가격대비 좋습니다.,4,2016-02-22,프로폴리스,"['계속', '쓰고있는데', '현재', '까지는', '좋은', '듯해', '요', '다만', '시중', '에', '비싼', '앰', '플하', '고', '비교', '하', '지', '마세요', '가격', '대비', '좋습니다']"
46,좋아좋아요 ㅎㅎㅎㅎㅎㅎㅎㅎㅎ,4,2016-02-22,프로폴리스,"['좋아', '좋아요']"
47,싸이닉 [1+1]마일리지 22% 적립! 진짜 리얼앰플 펩타이드/프로폴리스/히아루론산앰플 절렴한 가격에 잘 구매했습니다,4,2016-02-23,프로폴리스,"['싸이', '닉', '마일리지', '적립', '진짜', '리얼', '앰', '플', '펩타이드', '프로폴리스', '히', '아', '루론산앰플절렴', '한', '가격', '에', '잘', '구매', '했습니다']"
48,아주좋아요,5,2016-02-23,프로폴리스,"['아주', '좋아요']"
49,싸이닉 [1+1]마일리지 22% 적립! 진짜 리얼앰플 펩타이드/프로폴리스/히아루론산앰플 좋은 제품이네요,4,2016-02-23,프로폴리스,"['싸이', '닉', '마일리지', '적립', '진짜', '리얼', '앰', '플', '펩타이드', '프로폴리스', '히', '아', '루론산앰', '플', '좋은', '제품', '이네', '요']"
50,자주 씁니다 좋아요,5,2016-02-23,프로폴리스,"['자주', '씁니다', '좋아요']"
51,싸이닉 [1+1]마일리지 22% 적립! 진짜 리얼앰플 펩타이드/프로폴리스/히아루론산앰플 쿠폰써서 잘 구매했습니다,4,2016-02-23,프로폴리스,"['싸이', '닉', '마일리지', '적립', '진짜', '리얼', '앰', '플', '펩타이드', '프로폴리스', '히', '아', '루론산앰', '플', '쿠폰', '써서잘', '구매', '했습니다']"
52,굿~,5,2016-02-25,프로폴리스,['굿']
53,싸이닉은# 제피부에. 잘맞읏듯,4,2016-02-25,프로폴리스,"['싸이', '닉', '은', '제', '피부', '에', '잘맞', '읏듯']"
54,양이많아 듬뿍듬뿍 사용하기 좋음.보습력은 약함,2,2016-02-26,프로폴리스,"['양', '이', '많아', '듬뿍듬뿍', '사용', '하기', '좋음', '보습', '력', '은', '약함']"
55,재구매요,4,2016-02-26,프로폴리스,"['재', '구매', '요']"
56,매일 저녁 자기전에 스킨과 함께 바르고 자면 아침까지 촉촉 보들 피부가 재생되는 듯한(^^) 느낌에 위안이 되는 제품...몇년째 사용 중이라 신뢰감이 있고 좋아요,5,2016-02-27,프로폴리스,"['매', '일', '저녁', '자', '기전', '에', '스킨', '과', '함께', '바르고자면', '아침', '까지', '촉촉보', '들', '피부', '가', '재생', '되는듯', '한', '느낌', '에', '위안', '이', '되는', '제품', '몇년', '째', '사용', '중', '이라', '신뢰', '감', '이', '있고', '좋아요']"
57,항상 쓰던 제품..촉촉하고 탄력있는 피부가 되어가는 듯한 느낌이 드네요.. 꾸준히 사용하고 있어요 신뢰감도 들고,5,2016-02-27,프로폴리스,"['항상', '쓰던', '제품', '촉촉하고', '탄력', '있는', '피부', '가', '되어가는듯', '한', '느낌', '이드', '네', '요', '꾸준히사', '용하고있어요', '신뢰', '감도', '들고']"
58,rsxmyfiluhyo;gyiudcyrs6rjfygiuhjkmlknhjkgvyudrswjuwaujrufgiluopjlkjbgvffcxdsteswtejr6ly98iyogyud,4,2016-02-28,프로폴리스,[]
59,아직사용전이라서요 겨울 끝나면 쓰려고 하는데 불량이 없어야할텐데,3,2016-03-01,프로폴리스,"['아직', '사용', '전이', '라서', '요', '겨울', '끝나면', '쓰려고하는데', '불량', '이', '없어', '야할텐데']"
60,아직 사용안해봣지만 좋은 거 같아요 잘 사용하고 좋으면 재구매하겠습니다 수고하시고 많이 파세요,4,2016-03-01,프로폴리스,"['아직', '사용', '안해', '봣', '지만', '좋은', '거', '같아요', '잘', '사용', '하고', '좋으면', '재구매', '하겠습니다', '수고', '하시고', '많이', '파세요']"
61,항상써요,4,2016-03-01,프로폴리스,"['항상', '써요']"
62,항상쓰는 제품이예요,5,2016-03-01,프로폴리스,"['항상', '쓰는', '제품', '이', '예요']"
63,듬뿍듬뿍 쓰고 있는데 땡기는 것도 많이 좋아지고 안바르는 것보단 훨씬 좋네요.,5,2016-03-01,프로폴리스,"['듬뿍듬뿍', '쓰고있는데', '땡기는것도', '많이', '좋아지고안', '바르는것보단', '훨씬', '좋네요']"
64,저렴하고배송빠르고좋아요,4,2016-03-01,프로폴리스,"['저렴하고', '배송', '빠르고', '좋아요']"
65,마일리지도 많이 주시고 히알루론산 좋다고는 들었는데 앰플만 발라도 얼굴이 땡기지 않고 아주 좋습니다.,5,2016-03-02,프로폴리스,"['마일리지', '도', '많이', '주', '시', '고', '히알루론산', '좋다고는', '들었는데', '앰', '플', '만발', '라도', '얼굴', '이', '땡기지', '않고아주', '좋습니다']"
66,싸이닉 처음 써보는데... 저랑은 좀 안맞는듯하네용...^^ 보습력이라든지 피부에 딱히 아~~~ 좋다~ 이런건 잘 못느끼겠네요...ㅎㅎㅎ 양도 엄청 적고 그나마 세일때 싸게 산것으로 만족하네요...^^,3,2016-03-02,프로폴리스,"['싸이', '닉', '처음', '써', '보는데', '저', '랑', '은', '좀안', '맞는듯', '하네용', '보습', '력', '이라든지', '피부', '에', '딱히아', '좋다', '이런건', '잘못', '느끼겠네요', '양도', '엄청', '적고', '그나', '마세', '일때', '싸게', '산것으로', '만족하네요']"
67,좋네요~^^,5,2016-03-02,프로폴리스,['좋네요']
68,깔끔해용ㅋㅋㅋㅋㅋ 아 과하지않게 촉촉하구 흡수도 싹되용 메이크업전에 바르기 좋은제품같아용,5,2016-03-04,프로폴리스,"['깔끔해', '용아과', '하지', '않게', '촉촉하구', '흡수', '도', '싹', '되용', '메이크업', '전', '에', '바르기', '좋은', '제품', '같아용']"
69,아직 사용전이라 모르겠으나 싸이닉 다른 제품 써보고 구매하게 되었는데 배송이 정말 너무 느려서 제품에 대한 평가보다 배송이 불만족 스럽네요,3,2016-03-04,프로폴리스,"['아직', '사용', '전이', '라', '모르겠으나', '싸이', '닉', '다른', '제품', '써', '보고', '구매', '하', '게', '되었는데', '배송', '이', '정말', '너무', '느려서', '제품', '에', '대한', '평가', '보다', '배송', '이불', '만족스럽네요']"
70,사용한지 한 2주정도 되는데 특별한 효과는 모르겠네요얼굴 탄력에 좋다고 하는데 탄력이 뭘 바른다고 몇주만에 좋아지진 않겠죠,3,2016-03-05,프로폴리스,"['사용', '한', '지', '한', '주', '정도', '되는데', '특별한', '효과', '는', '모르겠네요', '얼굴', '탄력', '에', '좋다고', '하는데', '탄력', '이', '뭘', '바른다고', '몇주', '만에', '좋아지진', '않겠죠']"
71,쿠폰으로 싸게 샀는데 딱 값만큼 하는것 같고 효과가 있는지는 잘 모르겠어용~,5,2016-03-06,프로폴리스,"['쿠폰', '으로', '싸게', '샀는데', '딱', '값', '만큼', '하는것', '같고', '효과', '가', '있는지는', '잘', '모르겠어용']"
72,계속쓰고있음,5,2016-03-06,프로폴리스,"['계속', '쓰고있음']"
73,용량이 많진않지만 1+1이라 만족하고 사용하고 있습니다. 스킨로션 세트 사서 쓰다가 괜찮아서 다른 제품들도 구매했네요 ㅎㅎㅎ 많이 파세요!!,4,2016-03-07,프로폴리스,"['용량', '이', '많진', '않지', '만이', '라', '만족하고', '사용', '하고', '있습니다', '스킨로션', '세트', '사서', '쓰다가', '괜찮아서', '다른', '제품', '들', '도', '구매', '했네요', '많이', '파세요']"
74,우선 끈적이지 않아 좋아요. 근데 보통 앰플들은 끈적임이 있지않나요??ㅜ제가 앰플은 이게 처음 써보는거라... 이건 바르고 나면 뽀송하게 마무리되요. 피부가 부드러워진다고 해야하나??그리고 무엇보단 bb바를때 섞어서 바르니 얇고 촉촉하게 싸악 잘 발리네요ㅋㅋㅋ그래서 이건 bb에 섞어쓰거나 금요일 밤에 푹 자기전에 얼굴에 듬뿍바르고 자는용도로 쓰는데 다음날 일어나면 부드러운 피부 그대로예요ㅎㅎ!,4,2016-03-07,프로폴리스,"['우선', '끈', '적', '이지', '않아', '좋아요', '근데', '보통', '앰플', '들', '은', '끈', '적임', '이', '있지', '않나요', '제', '가', '앰플', '은', '이', '게', '처음', '써', '보는거라', '이건', '바르고나면', '뽀송하게', '마무리', '되요', '피부', '가', '부드러워진다고', '해야하나', '그리고', '무엇', '보단', '바를', '때', '섞어서', '바르니', '얇고', '촉촉하게', '싸', '악', '잘', '발리', '네', '요', '그래서', '이건', '에', '섞어', '쓰거나', '금요일', '밤', '에', '푹', '자', '기전', '에', '얼굴', '에', '듬뿍', '바르고자는', '용도', '로', '쓰는데다', '음날', '일어나면', '부드러운', '피부', '그대로', '예요']"
75,스킨후에 앰플 바르고 있는데 촉촉하네요친구한테 추천받아서 샀는데괜찮습니다가격대비 좋아요다쓰면 다른종류도 사보고싶네요,5,2016-03-09,프로폴리스,"['스킨', '후', '에', '앰', '플', '바르고있는데', '촉촉하네요', '친구', '한테', '추천', '받아서', '샀는데', '괜찮습니다', '가격', '대비', '좋아요', '다', '쓰면', '다른', '종류', '도', '사보고싶네요']"
76,조금 끈적이는 앰플을 원했는데 생각 보다 쏙 빠르게 흡수되요 저렴한 가격이어서 얼굴 전체에 바르기 부담스럽지 않네요,3,2016-03-10,프로폴리스,"['조금', '끈', '적', '이는', '앰플', '을', '원했는데', '생각', '보다', '쏙', '빠르게', '흡수', '되요', '저렴한', '가격', '이어서', '얼굴', '전체', '에', '바르기', '부담', '스럽지', '않네요']"
77,모델링 마스크 팩 하기전에 바르는데 좋아요!!,5,2016-03-11,프로폴리스,"['모델링', '마스크', '팩', '하', '기전', '에', '바르는데', '좋아요']"
78,기능면을 따지려면 안사시는게 좋아요 설마했는데 아..진짜 그냥 얼굴에 기름기 도는 정도 하나도 흡수안됨 화장품 원료 다 같은데 거기에 향 용기 좀 다르게해서 가격 정한다는데 아닌듯 .. 실망 절대 재구매 안함,2,2016-03-14,프로폴리스,"['기능', '면', '을', '따지려', '면안', '사시', '는', '게', '좋아요', '설마', '했는데', '아', '진짜', '그냥', '얼굴', '에', '기름기', '도', '는', '정도', '하', '나도', '흡수', '안됨', '화장품', '원료', '다', '같은데거기에', '향용', '기', '좀', '다르게', '해서가', '격정', '한다는', '데', '아닌듯', '실망', '절대', '재구매', '안함']"
79,좋아요~~촉촉'~♡,5,2016-03-14,프로폴리스,"['좋아요', '촉촉']"
80,tstjdtidddiydiydiydyidydufufuf,4,2016-03-15,프로폴리스,[]
81,스킨대신쓰는것이네요.,3,2016-03-15,프로폴리스,"['스킨', '대신', '쓰는것이네요']"
82,잘쓰고있습니다 저렴한거치고 좋아요 많이파세요,4,2016-03-15,프로폴리스,"['잘쓰고있습니다', '저렴한거치고', '좋아요', '많이', '파세요']"
83,비타민씨 파우더랑 같이쓰는데 요게 젤 무난하고 죠아용,5,2016-03-16,프로폴리스,"['비타민', '씨', '파우더', '랑', '같이', '쓰는데요', '게젤', '무난', '하고', '죠', '아', '용']"
84,싸이닉 앰풀주문해 잘 받았구요 어떻게하다보니 싸이닉 계속이용하고있네요,5,2016-03-17,프로폴리스,"['싸이', '닉앰풀', '주문', '해', '잘', '받았구요', '어떻', '게', '하', '다', '보니', '싸이', '닉', '계속', '이', '용하고있네요']"
85,출산으로인해 피부가 안좋아져서 수분크림을 사용하고있지만 바를때 그뿐 피부가그대로더라구요ㅜ 앰플하나써보려고 샀어요ㅎㅎ 써보고 효과좋으면 또 주문할게요,5,2016-03-18,프로폴리스,"['출산', '으로', '인해', '피부', '가', '안좋아져서', '수분크림', '을사', '용하고있지만', '바를', '때', '그', '뿐', '피부', '가', '그대로', '더라구요', '앰', '플하', '나써', '보려고', '샀어요', '써', '보고', '효과', '좋으면', '또', '주문', '할게요']"
86,"1+1이어서 구매 했습니다.누나와 한개씩 나눠 ？㎢쨉？, 누나만 젊어지는 기분.이거 여성용였나요? 이런 제길!",4,2016-03-21,프로폴리스,"['이어서', '구매', '했습니다', '누나', '와', '한', '개', '씩', '나눠', '쨉', '누나', '만', '젊어지는', '기분', '이', '거여', '성용', '였나요', '이런', '제길']"
87,한달 써봤는데 가성비 인정이요. 쓸때마다 만족합니당. 할인 많이받아서 같은가격이면 재구매 할것같아요.,4,2016-03-26,프로폴리스,"['한', '달', '써', '봤는데', '가성', '비', '인정이', '요', '쓸', '때', '마다', '만족합니당', '할인', '많이', '받아서', '같은', '가격', '이', '면', '재구매', '할것', '같아요']"
88,아침저녁으로 무난하게 바르기 좋아요 조금 건조한 감이 있어서 바르고 크림을 꼭 발라주는게 좋을거 같아요,4,2016-03-27,프로폴리스,"['아침', '저녁', '으로', '무난', '하', '게', '바르기', '좋아요', '조금', '건조한', '감이있어서', '바르고', '크림', '을', '꼭', '발라주는게', '좋을거', '같아요']"
89,고무팩하기전에 왕창바르는데 효과는......글쎄요...,3,2016-03-29,프로폴리스,"['고무', '팩', '하', '기전', '에', '왕창', '바르는데', '효과', '는', '글쎄요']"
90,색감도 화면이랑 똑같고 배송도 빠르고 재구매 의사 100퍼센트 있습니다 ㅎㅎㅎㅎ 많이 파세요,5,2016-03-30,프로폴리스,"['색감', '도화면', '이랑', '똑같고', '배송', '도', '빠르고', '재구매', '의사', '퍼센트', '있습니다', '많이', '파세요']"
91,좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요,3,2016-03-31,프로폴리스,"['좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요']"
92,좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요 좋습니다.좋아요좋아요좋아요좋아요좋아요,3,2016-03-31,프로폴리스,"['좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요', '좋습니다', '좋아요', '좋아요', '좋아요', '좋아요', '좋아요']"
93,싸이닉 스킨만 써봤는데 앰플도 추천 많이 해서 써봤는데 흡수도 좋고 탄력감이 생기는지는 꾸준히 사용해봐야 알것 같아요,3,2016-04-01,프로폴리스,"['싸이', '닉', '스킨', '만', '써', '봤는데', '앰', '플', '도', '추천', '많이', '해', '서써', '봤는데', '흡수', '도', '좋고', '탄력', '감', '이', '생기는지는', '꾸준히', '사용', '해봐야', '알것', '같아요']"
94,Have been using this for a couple of days and I love how soothing it is. Gets absorbed quickly and has a subtle honey fragrance. Will repurchase!,3,2016-04-05,프로폴리스,[]
95,좋아요,5,2016-04-07,프로폴리스,['좋아요']
96,집에서 편하게 받아볼수 있어서 넘 좋네요~~만족합니다 담에 또 주문 할게요^^집에서 편하게 받아볼수 있어서 넘 좋네요~~만족합니다 담에 또 주문 할게요^^,5,2016-04-08,프로폴리스,"['집', '에서', '편하게', '받아', '볼수있어서', '넘', '좋네요', '만족합니다', '담', '에', '또', '주문', '할게요', '집', '에서', '편하게', '받아', '볼수있어서', '넘', '좋네요', '만족합니다', '담', '에', '또', '주문', '할게요']"
97,쿠폰 사용해서 할인받아 샀어요. 써보니 좋아서 재구매 했습니다.,5,2016-04-09,프로폴리스,"['쿠폰', '사', '용해', '서', '할인', '받아', '샀어요', '써', '보니', '좋아서', '재구매', '했습니다']"
98,타사 앰플 제품보다 훨씬 저렴해서 사봤는데 나쁘지 않은정도네요! 양이 적어서 한달 정도 쓰고 다 썼고 향이 조금 거부감 들수도 있어요!!,3,2016-04-11,프로폴리스,"['타', '사', '앰', '플', '제품', '보다', '훨씬', '저렴해서', '사봤는데', '나쁘지', '않은', '정도', '네', '요양', '이적', '어', '서한', '달', '정도', '쓰고다', '썼', '고향이', '조금', '거부', '감', '들', '수도', '있어요']"
