,review,point,date,ingre,token_review
66,첨써보는 브랜드고 지금 산지 얼마안됐는데 이거 왜케늦게샀는지후회함 뾰루나 피지가 덜올라옴 닦토로 이거 쓰고 손에덜어서 한번더 발라주는데 진심 구뜨 인생템등극,5,2019-03-04,머그워트,"['첨', '써', '보는', '브랜드', '고지', '금산', '지', '얼', '마안', '됐는데', '이', '거왜케', '늦게', '샀는지', '후회', '함뾰', '루나', '피지', '가', '덜', '올라옴', '닦', '토로', '이', '거', '쓰고', '손', '에', '덜어서', '한번', '더', '발라주는데진', '심구', '뜨', '인생', '템등', '극']"
67,한 번 발라봐서 효과야 모르겠지만 끈적임없이 잘 스미네요.,4,2019-03-04,머그워트,"['한번', '발라', '봐서', '효과', '야', '모르겠지만', '끈', '적임', '없이', '잘', '스미네요']"
68,다른 쑥에센스를 사용하다가 가격때문에비슷한 아임프롬으로 바꿔봤어요제조사가 같아서 거의 똑같을줄 알았는데제형이나 향이 다르네요~쑥향은 거의 안나는것 같구요제형은 쫀득? 끈적?한 느낌입니다바를때만 그렇고바른 후에는 매끄러운 느낌이에요저는 이걸로 세번 바르고다른 스킨으로 네번 바릅니다^^만족합니다,4,2019-03-05,머그워트,"['다른', '쑥', '에센스', '를', '사용', '하', '다가', '가격', '때문', '에', '비슷한아', '임', '프롬', '으로', '바꿔', '봤어요', '제조', '사가', '같아', '서거', '의', '똑같을줄', '알았는데', '제', '형', '이나', '향', '이', '다르네요', '쑥향', '은', '거의', '안나', '는', '것', '같구요', '제', '형', '은', '쫀득끈', '적', '한', '느낌', '입니다', '바를', '때', '만', '그렇고', '바른', '후', '에는', '매끄러운', '느낌', '이에요', '저', '는', '이', '걸', '로', '세번', '바르고', '다른', '스킨', '으로', '네', '번', '바릅니다', '만족합니다']"
69,ㄷㅂㅇㅂㅊㅂㄹㅂㅎㅂㅎㅂㅇㅂㅊㅎㅂ,4,2019-03-06,머그워트,[]
70,지마켓에서 할인할때 쿠폰까지 써서 2만원 초반대로 구매했어요. 개이득>_< 아직 사용한지 3일되서 드라마틱한 효과는 모르겠지만 워낙 좋다고하니 꾸준히 써보려구요!! 약간 수분감이 차오르고 있는듯ㅎㅎ,5,2019-03-06,머그워트,"['지마켓', '에서', '할인', '할', '때', '쿠폰', '까지', '써서', '만원', '초반', '대로', '구매', '했어요', '개이득', '아', '직사', '용한', '지', '일', '되서', '드라마틱한', '효과', '는', '모르겠지만', '워낙', '좋다고', '하니', '꾸준히', '써', '보려구요', '약간', '수분', '감', '이', '차오르고있는듯']"
71,여드름피부에 좋다고해서 샀는데 효과 좋았으면 좋겠어요~~,4,2019-03-06,머그워트,"['여드름', '피부', '에', '좋다고', '해서', '샀는데', '효과', '좋았으면', '좋겠어요']"
72,토너같은 제형이고 촉촉하고 좋아요. 효과는 더 써봐야 알겠지만 순해서 좋습니다.,5,2019-03-07,머그워트,"['토너', '같', '은제', '형', '이고', '촉촉하고', '좋아요', '효과', '는', '더', '써', '봐야', '알겠지만', '순해서', '좋습니다']"
73,더 써봐야 알겠지만 괜찮은거 같네요,4,2019-03-07,머그워트,"['더', '써', '봐야', '알겠지만', '괜찮은', '거', '같네요']"
74,배송은 3일 걸렸고 11번가가 제일 싸게 팔아서 구매했어요 여드름 진정에 탁월하다는 후기를 여럿 봐서 구매했습니다 향은 호불호 갈릴 수도 있겠지만 저는 좋았어요,4,2019-03-07,머그워트,"['배송', '은', '일', '걸렸고', '번가', '가', '제일', '싸게', '팔아서', '구매', '했어요', '여드름', '진정', '에', '탁월하다는', '후기', '를', '여럿', '봐서', '구매', '했습니다', '향', '은', '호불호', '갈릴수도', '있겠지만', '저', '는', '좋았어요']"
75,트러블에 좋다고해서 구입했어요꾸준히 써봐야죠 ㅎㅎㅎ배송빠르고 포장도 꼼꼼히 해주셔서 감사합니다,5,2019-03-08,머그워트,"['트러블', '에', '좋다고', '해서', '구입', '했어요', '꾸준히', '써', '봐야죠', '배송', '빠르고', '포장', '도', '꼼꼼히', '해주셔서', '감사합니다']"
76,트러블이많아 구매했어요 좋은것같아요,5,2019-03-08,머그워트,"['트러블', '이', '많아', '구매', '했어요', '좋은', '것', '같아요']"
77,배송은 느렸지만 상품 싸게 잘 산 것 같아요,5,2019-03-08,머그워트,"['배송', '은', '느렸지만', '상품', '싸게', '잘산것', '같아요']"
78,가격두좋고ㅎㅎ 3개째쓰는데순하고 트러블없구 넘죠음,5,2019-03-09,머그워트,"['가격', '두', '좋', '고개', '째', '쓰는데', '순하고', '트러블', '없구', '넘죠음']"
79,올리브영 할인할 때 싸게 샀어요 ㅎㅎ,5,2019-03-09,머그워트,"['올리브영', '할인', '할', '때', '싸게', '샀어요']"
80,여드름 피부라 구매했은데 효과 있길 바래요.,5,2019-03-10,머그워트,"['여드름', '피부', '라', '구매', '했은데', '효과', '있길', '바', '래', '요']"
81,성분은 좋은데 건성한테는 좀 약한거 같아요,3,2019-03-10,머그워트,"['성분', '은', '좋은데', '건성', '한테', '는', '좀', '약한거', '같아요']"
82,싸게 잘 구매했습니다 굿굿,5,2019-03-11,머그워트,"['싸게잘', '구매', '했습니다', '굿굿']"
83,잘받았아요~잘받았아요~,4,2019-03-12,머그워트,"['잘', '받았아요', '잘', '받았아요']"
84,너무 늦게왔어요~~잘쓸게요..,3,2019-03-12,머그워트,"['너무', '늦게', '왔어요', '잘쓸게요']"
85,처음써보는데요 계속 써보고 다시 구매할께요 ㅎ,5,2019-03-12,머그워트,"['처음', '써', '보는데요', '계속', '써', '보고', '다시', '구매', '할께요']"
86,배송빨라요ㅛㅛㅛ,5,2019-03-12,머그워트,"['배송', '빨라요']"
87,두병째 씁니다. 뭔가 피부가 좋아진 느낌이예요. 다른 브랜드와 거의 같이 백프로 쑥인데 가격이 훨더 착하네요,5,2019-03-12,머그워트,"['두', '병', '째', '씁니다', '뭔가', '피부', '가', '좋아진', '느낌', '이', '예요', '다른', '브랜드', '와', '거의', '같이', '백프로', '쑥', '인데', '가격', '이', '훨더', '착하네요']"
88,여드름이 사라지길 기대하며 구입했습니다.꾸준히 써보려고 해요~~~~!!,5,2019-03-13,머그워트,"['여드름', '이', '사라지길', '기대하며', '구입', '했습니다', '꾸준히', '써', '보려', '고해', '요']"
89,좋은제품이라해서 주문했어요.제품은 써봐야알겠고 배송이 너무 느렸어요일주일걸려 받았네요할인행사로 주문이몰려그렇다지만 그래도 일주일은 너무하네요늦으면 늦는다 연락이라도 주셔야지 마냥 기다려야하나요?,3,2019-03-14,머그워트,"['좋은', '제품', '이라', '해서', '주문', '했어요', '제품', '은', '써', '봐야', '알겠고', '배송', '이', '너무', '느렸어요', '일주일', '걸려', '받았네요', '할인', '행사', '로', '주문', '이', '몰려', '그렇다지만', '그래도', '일주일', '은', '너무하네요', '늦으면', '늦는다', '연락', '이라도', '주셔야지', '마냥', '기다려야', '하나요']"
90,배송 빠르고 포장 꼼꼼하게 잘되어있어서 엄청좋아용,5,2019-03-14,머그워트,"['배송', '빠르고', '포장', '꼼꼼하게잘', '되어있어서', '엄청', '좋아용']"
91,음.... 좋은지모르겠어요.... 그냥 묽은 쑥내나는 스킨... 에센스 기능이있는지도모르겠네요재구매의사는 없습니다,3,2019-03-14,머그워트,"['음', '좋은지', '모르겠어요', '그냥', '묽은', '쑥', '내', '나', '는', '스킨', '에센스', '기능', '이', '있는지도', '모르겠네요', '재구매', '의사', '는', '없습니다']"
92,배송빨라요 아직 사용전,5,2019-03-14,머그워트,"['배송', '빨라요', '아직', '사용', '전']"
93,ㅂㄹㅂㄹ 쓰다가 이것도 써보고싶어서 주문한건데 점성이 좀더있는거 같아용 개인적으론 머그워트 질감이 더 좋네요 만족해서 앞으로 자주 쓸거에용,5,2019-03-15,머그워트,"['쓰다가이것도', '써', '보고싶어서', '주문', '한', '건데', '점성', '이', '좀더', '있는거', '같아용', '개인', '적', '으론', '머그', '워트', '질감', '이', '더', '좋네요', '만족해서', '앞', '으로', '자주', '쓸거에', '용']"
94,타사 쑥에센스랑 비교해보려 구매함.무난하고 약간 더 점성이 있는 듯.화장솜 이용 팩처럼 사용 중.,4,2019-03-15,머그워트,"['타', '사', '쑥', '에센스', '랑', '비교', '해보려', '구매', '함', '무난', '하고', '약간', '더', '점성', '이', '있는듯', '화장', '솜', '이용', '팩', '처럼', '사용', '중']"
95,금방 배송받았습니다,3,2019-03-15,머그워트,"['금방', '배송', '받았습니다']"
96,홍조땜에 사봤는데..며칠 안써봐서 홍조는 잘모르겠는데 끈적이지 않고 가벼워서 여러번 겹쳐바르기 좋아요뭔가 얼굴색이 밝아진 느낌..!,5,2019-03-16,머그워트,"['홍조', '땜', '에', '사봤는데', '며칠', '안', '써', '봐서', '홍조', '는', '잘', '모르겠는데', '끈', '적', '이지', '않고', '가벼워서', '여러', '번겹', '쳐', '바르기', '좋아요', '뭔가', '얼굴', '색', '이', '밝아진', '느낌']"
97,좋은 상품같아요 감사합니다,5,2019-03-16,머그워트,"['좋은', '상품', '같아요', '감사합니다']"
98,싸이즈 크네요 싸게 잘샀어요 감사합니다,5,2019-03-16,머그워트,"['싸', '이즈', '크네요', '싸게잘', '샀어요', '감사합니다']"
99,올영 할인기간이라그런지 배송 오래걸렸어요ㅠ 그치만 알고주문했으니 그려러니 하려구용ㅎㅎ 제품은 좋아요! 요즘 하도 핫하길래 왜저렇게 유명한가했더니 촉촉함 보다는 산뜻함이 강하고 아침에 일어나면 피부결이 많이 정돈된듯한 느낌이예요! 수분감을 원하신다면 실망하실것같고 정돈된 느낌이라면 만족하실듯!! 전 딱 원하는 질감에 효과라 완전 200프로 만족해요ㅎㅎ,5,2019-03-16,머그워트,"['올', '영', '할인', '기간', '이라', '그런', '지', '배송', '오래', '걸렸어요', '그치만', '알', '고', '주문', '했으니', '그려러니', '하려구', '용제', '품은', '좋아요', '요즘', '하', '도', '핫', '하길래', '왜', '저렇게', '유명', '한가했더니', '촉촉함보다는', '산뜻함', '이강하', '고', '아침', '에', '일어나면', '피부', '결', '이', '많이', '정돈', '된듯', '한', '느낌', '이예', '요', '수분', '감', '을', '원하신다면', '실망하실것', '같고', '정돈', '된', '느낌', '이', '라면', '만족하실듯', '전', '딱', '원하는', '질감', '에', '효과', '라', '완전', '프로', '만족해요']"
100,처음 써봐요 효과가 있길 바랍니다,5,2019-03-17,머그워트,"['처음', '써', '봐요', '효과', '가', '있길', '바랍니다']"
101,쑥좋아해서 사봤는데 쓸만해요,5,2019-03-18,머그워트,"['쑥', '좋아해서', '사봤는데', '쓸', '만해', '요']"
102,여드름에 좋다고해서 구매했어요,5,2019-03-18,머그워트,"['여드름', '에', '좋다고', '해서', '구매', '했어요']"
103,"피부 진정에 좋다고 추천 받아서 구매했는데,양도 적당히 넉넉하고 사용감도 좋네요.다른 수분크림이랑 함께 사용하고 있어요",5,2019-03-20,머그워트,"['피부', '진정', '에', '좋다고', '추천', '받아서', '구매', '했는데', '양도', '적당히', '넉넉하고사', '용감', '도', '좋네요', '다른', '수분크림', '이랑', '함께', '사용', '하고', '있어요']"
104,배송은 올리브영 세일기간이라 늦게왔지만급한게 아니라 만족해요.워낙 소문난 제품이라 믿고 주문했어요!기대됩니당,5,2019-03-20,머그워트,"['배송', '은', '올리브영', '세', '일', '기간', '이라', '늦게', '왔지만', '급한게', '아니라', '만족해요', '워낙', '소문난', '제품', '이라', '믿고', '주문', '했어요', '기대', '됩니당']"
105,아직 써보진 않았지만 올리브영에서 같은날 주문했는데 여기에서 시킨 게 더 빨리 왔어요 ㅋㅋㅋ,5,2019-03-20,머그워트,"['아직', '써', '보진', '않았지만', '올리브영', '에서', '같은', '날', '주문', '했는데', '여기', '에서', '시킨게', '더', '빨리', '왔어요']"
106,피부가 트러블이 자주생겼는데 고민해결하고 갑니다,5,2019-03-21,머그워트,"['피부', '가', '트러블', '이', '자주', '생겼는데', '고민', '해결', '하고', '갑니다']"
107,주문이 많아서 배송이 핵느렸지만 잘 쓸게요,4,2019-03-21,머그워트,"['주문', '이', '많아서', '배송', '이핵', '느렸지만', '잘쓸게요']"
108,저렴하게 잘삿어요. 피부에 잘맞앗음조켓네요,5,2019-03-22,머그워트,"['저렴하게잘', '삿', '어', '요', '피부', '에', '잘맞앗', '음조', '켓', '네', '요']"
109,배송도 빠르고 잘받았어요,5,2019-03-22,머그워트,"['배송', '도', '빠르고잘', '받았어요']"
110,세일해서 또 샀어요,5,2019-03-22,머그워트,"['세', '일해', '서', '또', '샀어요']"
111,"고딩조카에게 선물했어요,......",5,2019-03-23,머그워트,"['고딩', '조카', '에게', '선물', '했어요']"
112,건성인데 쓰니가 수분감 떨어져요 땡깁니다. 이부분은 본인 얼굴 상태에 따라 다른 크림으로 보완해주면 될 것 같고 하루만 서서 아직 효과는 모으겟고 기대중입니다~,4,2019-03-23,머그워트,"['건성', '인데', '쓰니', '가수', '분', '감', '떨어져요', '땡깁니다', '이', '부분', '은', '본인', '얼굴', '상태', '에', '따라', '다른', '크림', '으로', '보완', '해주면', '될것', '같고', '하루', '만', '서서', '아직', '효과', '는', '모으겟고기', '대중', '입니다']"
113,최고의 제품입니다 지마켓 최고,5,2019-03-25,머그워트,"['최고', '의', '제품', '입니다', '지마켓', '최고']"
114,아직 별효과는 모르겠지만 자극은 없어요,5,2019-03-27,머그워트,"['아직', '별', '효과', '는', '모르겠지만', '자극', '은', '없어요']"
115,향도좋고 여드름피부에 좋네요. 심하게 붉은날은 화장솜에 묻혀서 얼굴에 올려놓은면 진정이 되요.,5,2019-03-28,머그워트,"['향', '도', '좋고', '여드름', '피부', '에', '좋네요', '심하게', '붉은', '날', '은', '화장', '솜', '에', '묻혀서', '얼굴', '에', '올려놓은', '면', '진정', '이', '되요']"
116,인진쑥 핫한거 아실만한 분은 다 아실듯요 ^^이벤트 덕분에 저렴하게 구매 했네요배송은 주문폭주로 인해.... 조금 걸렸네요스킨 타입이 아니라 생각보다 조금 무겁네요 오일 처럼좋다고하니 꾸준히 사용해봐야겠네요!많이 판매 하세요~!,3,2019-03-28,머그워트,"['인진', '쑥핫', '한', '거', '아', '실만', '한', '분', '은', '다', '아실듯', '요', '이벤트', '덕분', '에', '저렴하게', '구매', '했네요', '배송', '은', '주문', '폭주', '로', '인해', '조금', '걸렸네요', '스킨', '타입', '이', '아니라', '생각', '보다', '조금', '무겁네요', '오일', '처럼', '좋다고', '하니', '꾸준히', '사용', '해봐야겠네요', '많이', '판매', '하세요']"
117,아직 써본지 몇일 안?지만 쑥냄새도 좋고 바르고 나면 맨들맨들 해지는거같아요 여드름은 아직 효과못봄..,4,2019-03-28,머그워트,"['아직', '써', '본', '지', '몇', '일', '안지만', '쑥', '냄새', '도', '좋고', '바르고나면', '맨', '들', '맨', '들', '해지', '는', '거', '같아요', '여드름', '은', '아직', '효과', '못봄']"
118,근데 저는 다신 안쓸거 같아요 ㅋㅋㅋ 미샤 더퍼스트 에센스가 짱입니다. 그럼 이만..,5,2019-03-28,머그워트,"['근데', '저', '는', '다신안', '쓸거', '같아요', '미샤', '더', '퍼스트', '에센스', '가', '짱', '입니다', '그럼이만']"
119,쑥 종류 화장품 한 번 써보고있어요 배송빨라요,4,2019-04-01,머그워트,"['쑥', '종류', '화장품', '한번', '써', '보고', '있어요', '배송', '빨라요']"
120,가벼운제형이라 아주 촉촉한건 아닌데 어차피 하나만 바를건 아니니까.. 홍조에 좋다고해서 사봤어요.,4,2019-04-03,머그워트,"['가벼운', '제', '형', '이라', '아주', '촉촉한건', '아닌데', '어차피', '하나', '만', '바를건', '아니니까', '홍조', '에', '좋다고', '해서', '사봤어요']"
121,성난피부 진정시킬때 좋네요,5,2019-04-03,머그워트,"['성난', '피부', '진정', '시킬', '때', '좋네요']"
122,묘하게 피클냄새나용ㅋㅋㅋㅋ 독도토너로 닦고나서 2차로 쓰는데 순한것같아서 꾸준히써보려구요,5,2019-04-04,머그워트,"['묘', '하게', '피클', '냄새', '나용', '독도', '토너', '로', '닦고나서', '차로', '쓰는데', '순한것', '같아서', '꾸준히', '써', '보려구요']"
123,빠르게 배송해주셔서 감사합니다. 잘쓸게요.,4,2019-04-04,머그워트,"['빠르게', '배송', '해주셔서', '감사합니다', '잘쓸게요']"
124,사용 1개월째인데 개인적으로 올리브영에 있는 브링그린 카밍쑥 토너가 더 진정효과는 좋은 것 같아요! 그런데 사람마다 다른게 제 지인은 이게 훨씬 진정효과가 좋다구 하더라고요딱딱한 화농성 여드름이 15분만에 진정되었다고 하는데! 저는 15분은 아니고 이틀정도 걸린 것 같아요시루콧토(화장솜) 에 발라서 화농성여드름 있는 곳에 올려놓고 15분있다가 떼는것을 매일 반복하니ㅜㅜ 한달만에 미세먼지로 인한 트러블이 다 진정이 되었습니다! ㅎㅎ,5,2019-04-04,머그워트,"['사용', '개', '월', '째', '인데', '개인', '적', '으로', '올리브영', '에', '있는', '브링', '그린', '카밍', '쑥', '토너', '가더', '진정', '효과', '는', '좋은', '것', '같아요', '그런데', '사람', '마다', '다른', '게', '제지', '인', '은', '이', '게', '훨씬', '진정', '효과', '가', '좋다구', '하더라고요', '딱딱한', '화농', '성', '여드름', '이분', '만에', '진정', '되었다고하는데', '저', '는', '분', '은', '아니고', '이틀', '정도', '걸린것', '같아요', '시루', '콧토', '화장', '솜', '에', '발라', '서', '화농', '성', '여드름', '있는', '곳', '에', '올려놓', '고분', '있다가', '떼는것을', '매일', '반복', '하', '니', '한', '달', '만에', '미세먼지', '로', '인한', '트러블', '이다', '진정', '이', '되었습니다']"
125,역시사용하던제품 저렴하게사서 좋아요,5,2019-04-04,머그워트,"['역시사', '용하던', '제품', '저렴하게', '사서', '좋아요']"
126,아들내미 여드름때문에 구입하였습니다배송사고로 받는데 한참 걸리긴 했지만 여드름만 잘 잡힌다면 만족할거예요,5,2019-04-05,머그워트,"['아들내미', '여드름', '때문', '에', '구입', '하였습니다', '배송', '사고', '로', '받는데', '한참', '걸리긴', '했지만', '여드름', '만', '잘', '잡힌다면', '만족할거예요']"
127,다른 회사 제품쓰다가 이것도 유명하길래 세일기간에 구매해봤어요 좋길 바랍니다,5,2019-04-05,머그워트,"['다른', '회사', '제품', '쓰다가', '이', '것', '도', '유명하길', '래세', '일기', '간', '에', '구매', '해봤어요', '좋길', '바랍니다']"
128,음 우선 원가보다 훨 싸고요 ㅎㅎㅎ 그리고 올리브영은 배송 진짜 느린데 ㅜㅜ한 10일은 걸림*^;;현대 몰에서 사서 5일?만에 옴... 현대몰 치고 배송 왜케 늦나했는데 엄청 빠른거얐음 ㅎㅎㅎ암튼 화장품 엄청 순하고 향도 좋음! 에센스 대신 닥토로도 쓰는데 짱좋!! 왜 유명한지 알겠음 ㅎㄹㅎㅎ,5,2019-04-08,머그워트,"['음우', '선원', '가보다', '훨', '싸고요', '그리고', '올리브영', '은', '배송', '진짜', '느린데', '한일', '은', '걸림', '현대', '몰에서', '사서', '일만', '에', '옴', '현대', '몰치고', '배송', '왜케늦', '나', '했는데', '엄청', '빠른거', '얐음', '암튼', '화장품', '엄청', '순하', '고향', '도', '좋음', '에센스', '대신', '닥', '토로', '도', '쓰는데', '짱', '좋', '왜', '유명한지', '알', '겠음']"
129,저렴하게 구입할수있어서 좋아요^^빠른 배송 감사합니다,5,2019-04-08,머그워트,"['저렴하게', '구입', '할수있어서', '좋아요', '빠른', '배송', '감사합니다']"
130,이거 좋대서 이번에 저렴하길래 한 번 사봤는데 진짜 짱이네요....,5,2019-04-09,머그워트,"['이', '거', '좋', '대서', '이번', '에', '저렴하길래', '한번', '사봤는데', '진짜', '짱', '이네', '요']"
131,좋을거라 믿고 써봐요~,3,2019-04-09,머그워트,"['좋을거라', '믿고', '써', '봐요']"
132,오일같은 느낌같기도 한데 좋았음하네여,4,2019-04-14,머그워트,"['오일', '같은', '느낌', '같기도', '한', '데', '좋았음', '하네여']"
133,트러블 심할때 화장솜에 듬뿍묻혀서 팩처럼 사용하면 좋아요,5,2019-04-15,머그워트,"['트러블', '심할', '때', '화장', '솜', '에', '듬뿍', '묻혀', '서팩', '처럼', '사용', '하', '면', '좋아요']"
134,촉촉하고 갠찬은듯!!!,5,2019-04-17,머그워트,"['촉촉하고', '갠찬은', '듯']"
135,입소문 좋길래 구매해서 사용해봤어요. 에센스로 사용안하고 닦는 토너용으로 씁니다. 토너로 사용하기에는 미끌미끌한 느낌이 있지만 퍼스트에센스 개념으로 사용합니다. 다만 에센스치고는 보습을 기대하긴 어려워요. 그리고 가끔 쉰내? 라고해야하나 그런 냄새가 올라와요. 한달이상 사용해본결과 그냥 무난하고 착한 성분이니 재구매 의사는 있습니다,3,2019-04-25,머그워트,"['입', '소문', '좋길래', '구매', '해서', '사용', '해봤어요', '에센스', '로', '사용', '안', '하고', '닦는', '토너', '용', '으로', '씁니다', '토너', '로사', '용하기에는', '미끌미끌한', '느낌', '이', '있지만', '퍼스트', '에센스', '개념', '으로', '사용', '합니다', '다만', '에센스', '치고는', '보습', '을', '기대하긴', '어려워요', '그리고', '가끔', '쉰내', '라고', '해야하나', '그런', '냄새', '가', '올라와', '요한', '달이', '상', '사용', '해본', '결과', '그냥', '무난', '하고', '착한', '성분', '이니', '재구매', '의사', '는', '있습니다']"
136,배송도빠르고제품도좋아요,1,2019-04-26,머그워트,"['배송', '도', '빠르고', '제품', '도', '좋아요']"
137,좋아서 애용하는 제품입니다만족,5,2019-04-30,머그워트,"['좋아서', '애용', '하', '는', '제품', '입니다', '만족']"
138,상품을 쓰고 피부가 뒤집어졌어요....유명해서 샀는데 저랑은 안맞네요 ㅠㅠㅠ,2,2019-05-09,머그워트,"['상품', '을', '쓰고', '피부', '가', '뒤집어졌어요', '유명해서', '샀는데', '저', '랑은', '안', '맞네요']"
139,유명해서 한 번 구매해 봤는데 써보니까 확실히 여드름이 덜 나는 것 같아요. 강추!!*^o^*,5,2019-05-10,머그워트,"['유명해서', '한번', '구매', '해봤는데', '써', '보', '니까', '확실히', '여드름', '이', '덜나는것', '같아', '요강', '추']"
140,괜찮은듯 아침에 얼굴이 맑아보여요 ㅋㄱ,5,2019-05-16,머그워트,"['괜찮은', '듯', '아침', '에', '얼굴', '이', '맑아', '보여요']"
141,향 좋아요. 얼굴에 열이 없어 진정 효과는 모르겠고 성분 좋으니 그냥 좋은 것 같아요. 세수 후 솜으로 얼굴 닦는 용으로도 좋구요. 피부 정돈용으로도 좋아요.,5,2019-05-24,머그워트,"['향', '좋아요', '얼굴', '에', '열', '이', '없어', '진정', '효과', '는', '모르겠', '고성', '분', '좋으니', '그냥', '좋은', '것', '같아요', '세수', '후솜', '으로', '얼굴', '닦는용', '으로도', '좋구요', '피부', '정돈', '용', '으로도', '좋아요']"
142,빠르고 배송도 빠르고~좋아요,5,2019-05-26,머그워트,"['빠르고', '배송', '도', '빠르고', '좋아요']"
143,요세 얼굴이 안좋아서 지인추천으로 구매해봤어요 ㅎㅎ 나쁘지않고 좋아요 ㅎ향도 진하지않아서 순하니 좋내요,5,2019-05-27,머그워트,"['요', '세', '얼굴', '이', '안좋아서', '지인', '추천', '으로', '구매', '해봤어요', '나쁘지', '않고', '좋아요', '향', '도', '진하지', '않아서', '순하니', '좋내요']"
144,이것이 바로 그핫하다던 그제품을 쓰게되네여>_톡톡 발라보니 너무 좋네여 ㅎㅡㅎ흡수력도 좋고 챠악 습여들어서 어서빨리 피부가 좋아지길:)잘쓸께여 감사해여*~*,5,2019-05-28,머그워트,"['이', '것', '이바', '로그', '핫', '하다던', '그', '제품', '을', '쓰게', '되네', '여', '톡톡', '발라', '보니', '너무', '좋네', '여', '흡수', '력', '도', '좋고', '챠', '악습', '여', '들어서어서', '빨리', '피부', '가', '좋아지길', '잘쓸께여', '감사해여']"
145,2병째 쓰는중인데 잘모르겠음ㅜ,3,2019-05-28,머그워트,"['병', '째', '쓰는', '중', '인데', '잘', '모르겠음']"
146,순하고 촉촉해서 좋습니다,5,2019-06-04,머그워트,"['순하고', '촉촉해서', '좋습니다']"
147,"피부 뒤집어진 거 하루만에 진정되는 거 보고 만족했읍니다,,,, 다만 무지 건조해서 수분크림같은 거 같이 발라야 할 것 같습니다,,,, 그래도 전 만족,,,,",5,2019-06-04,머그워트,"['피부', '뒤집어진거', '하루', '만에', '진정', '되는거', '보고', '만족했', '읍', '니', '다다', '만무', '지', '건조해서', '수분크림', '같은거같이', '발라', '야할것', '같습니다', '그래', '도전', '만족']"
148,처음 써보는데 좋기는 한데 저는 건조함이 심해서 그런지 이걸로는 충분치 않아요. 향도 쑥향이 심하지 않고 약해서 의식하지 않으면 모릅니다. 나름 괜찮아요,4,2019-06-05,머그워트,"['처음', '써', '보는데', '좋', '기는한데', '저', '는', '건조함이', '심해서', '그런지', '이', '걸', '로는', '충분', '치', '않아요', '향', '도', '쑥향', '이', '심하지', '않고', '약해서', '의식', '하', '지', '않으면', '모릅니다', '나름', '괜찮아요']"
149,화해 어플 상위권 랭킹 할 만 하네요살짝 점성있고 촉촉하고 풀향도 좋아요 ㅠㅜ근데 너무 방울방울 나와서 화장솜에 적시기 힘들어요~입구 개선해서 톡톡 가볍게 두드려도 잘 나오게 만들어 쥬세요 ㅠㅜ,5,2019-06-06,머그워트,"['화해', '어플', '상위', '권', '랭킹', '할만', '하네요', '살짝', '점성', '있고', '촉촉하고', '풀향', '도', '좋아요', '근데', '너무', '방울방울', '나와서', '화장', '솜', '에', '적시기', '힘들어요', '입구', '개', '선해서', '톡톡', '가볍게', '두드려도', '잘나오게', '만들어', '쥬세', '요']"
150,"막 엄청 좋은건 모르겠음..일반적인 에센스처럼 사용하기 보다는화장솜에 듬뿍 묻혀서 팩처럼 사용하는게 효과 있는듯함그냥 무난한듯,",4,2019-06-06,머그워트,"['막', '엄청', '좋은', '건', '모르겠음', '일반', '적', '인', '에센스', '처럼', '사용', '하기보다는', '화장', '솜', '에', '듬뿍', '묻혀', '서팩', '처럼', '사용', '하', '는', '게', '효과', '있는듯', '함', '그냥', '무난', '한', '듯']"
151,배송; 뽁뽁이로 잘 감싸서 포장해 주셨어요~ 배송도 빠른 편 이었구요.가격; 쿠폰이랑 11번가 포인트 사용해서 저렴하게 구입했어요. 다른 데 비교해서 저렴하게 샀너요.사용감; 3번 째 구입해서 사용 중 입니다. 한번 구매후 계속 찾게 되네요. 쫀쫀하게 피부를 잘 정돈해주고 피부 진정 효과도 있는듯 해요. 민감성 복합성 피부인데 잘 맞아요. 눈에 띄게 좋아진다 그런 건 아닌데 안쓰면 티가나는. 느낌입니다.,5,2019-07-03,머그워트,"['배송', '뽁뽁', '이', '로', '잘', '감싸서', '포장', '해주셨어요', '배송', '도', '빠른', '편', '이었구요', '가격', '쿠폰', '이랑', '번가', '포인트', '사용', '해서', '저렴하게', '구입', '했어요', '다른데', '비교', '해서', '저렴하게', '샀', '너', '요', '사', '용감', '번째', '구입', '해서', '사용', '중', '입니다', '한번', '구매', '후', '계속', '찾게되', '네', '요', '쫀쫀', '하', '게', '피부', '를', '잘', '정돈', '해주고', '피부', '진정', '효과', '도', '있는듯', '해', '요', '민감', '성', '복합', '성', '피부', '인데', '잘맞아요', '눈', '에', '띄게', '좋아진다', '그런건', '아닌데안', '쓰면', '티', '가나', '는', '느낌', '입니다']"
152,유통기한이 좋으네요다른곳보다 최고 저럼하게 구매했어요워낙 인기있는 상품이라 믿고 구입했어요,5,2019-07-03,머그워트,"['유통', '기한', '이', '좋으네요', '다른', '곳', '보다', '최고', '저럼하게', '구매', '했어요', '워낙', '인기', '있는', '상품', '이라', '믿고', '구입', '했어요']"
153,여드름이 올라오는 동생 주려고 샀어요. 사용하고 좀 가라앉는게 보여서 다행입니다. 감사감사요,4,2019-07-14,머그워트,"['여드름', '이', '올라오는', '동생', '주', '려고', '샀어요', '사용', '하고', '좀', '가라앉는게', '보', '여서', '다행', '입니다', '감사', '감사', '요']"
