,나이,성별,건성,지성,모름,건조함,과잉피지,여드름,좁쌀,홍조&예민,복합성,기미&잡티,미백앰플,수분라이트,수분앰플,쑥앰플,진정앰플
1438,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1439,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1440,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1441,4.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1442,4.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
1443,8.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1444,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
1445,3.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1446,2.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1447,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1448,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1449,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1450,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1451,3.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
1452,3.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1453,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1454,6.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1455,4.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1456,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1457,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1458,4.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1459,6.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1460,5.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1461,3.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1462,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1463,3.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1464,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1465,3.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1466,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1467,1.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1468,4.0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
1469,5.0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
1470,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1471,7.0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
1472,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1473,3.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
1474,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1475,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1476,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1477,3.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
1478,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1479,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1480,2.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1481,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1482,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1483,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1484,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1485,2.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
1486,3.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1487,4.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1488,4.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1
1489,2.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
1490,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1491,6.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1492,4.0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1493,5.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1494,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1495,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1496,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1497,5.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1498,3.0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1499,4.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1500,5.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1501,4.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1502,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1503,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1504,3.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1505,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1506,2.0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
1507,8.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1508,4.0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
1509,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1510,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1511,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1512,5.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
1513,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1514,7.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1515,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1516,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1517,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1518,2.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1519,6.0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0
1520,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1521,3.0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
1522,3.0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1
1523,5.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
1524,3.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
1525,4.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1526,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1527,4.0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
1528,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1529,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1530,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1531,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1532,2.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1533,5.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1534,5.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1535,3.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1536,2.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1537,2.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1538,2.0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
1539,3.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1540,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1541,5.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1542,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1543,3.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1544,4.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1545,2.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1546,2.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1547,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1548,2.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1549,5.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1550,4.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
1551,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1552,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1553,5.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
1554,6.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1555,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1556,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1557,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1558,3.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1559,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1560,3.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1561,6.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1562,2.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1563,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1564,6.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1565,6.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
1566,2.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
1567,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
1568,2.0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1569,4.0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
1570,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1571,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1572,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1573,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1574,3.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1575,5.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1576,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1577,2.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1578,2.0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0
1579,3.0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1580,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1581,4.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1582,3.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1583,3.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1584,5.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1585,2.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1586,5.0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1
1587,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1588,4.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
1589,4.0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0
1590,6.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1591,3.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
1592,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1593,4.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1
1594,5.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1595,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1596,3.0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1
1597,4.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1598,2.0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
1599,3.0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1600,2.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1601,6.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1602,8.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1603,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1604,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1605,5.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1606,3.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1607,5.0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
1608,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1609,3.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
1610,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1611,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1612,4.0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1613,3.0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0
1614,3.0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
1615,2.0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1616,2.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1617,1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1618,8.0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1619,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1620,3.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1621,5.0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0
1622,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1623,4.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1624,3.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1625,3.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
1626,3.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
1627,6.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1628,3.0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1
1629,5.0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1630,5.0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
1631,2.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1632,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1633,8.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1634,3.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
1635,4.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1636,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1637,5.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1638,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1639,2.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1640,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1641,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1642,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1643,2.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
1644,3.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1645,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1646,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1647,7.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1648,2.0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
1649,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1650,4.0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
1651,6.0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1652,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1653,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1654,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1655,4.0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
1656,4.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1657,5.0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1658,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1659,5.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1660,2.0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
1661,5.0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
1662,2.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
1663,2.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
1664,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1665,2.0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
1666,2.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1667,3.0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0
1668,4.0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1
1669,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1670,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1671,6.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1672,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1673,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1674,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1675,6.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1676,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1677,1.0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0
1678,3.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1679,5.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1680,0.0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
1681,6.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1682,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1683,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1684,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1685,5.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1686,2.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
1687,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1688,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1689,3.0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1690,4.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
1691,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1692,2.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1693,4.0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0
1694,2.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1695,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1696,7.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1697,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1698,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1699,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1700,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1701,8.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1702,4.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1703,4.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1704,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1705,3.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1706,6.0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0
1707,6.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
1708,5.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1709,6.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1710,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1711,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1712,3.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1713,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1714,4.0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
1715,5.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1716,8.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1717,4.0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1718,2.0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1
1719,5.0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1720,2.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
1721,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
1722,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1723,3.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1724,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
1725,6.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1726,2.0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
1727,5.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1728,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1
1729,5.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1730,3.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1
1731,5.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1732,3.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
1733,5.0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1734,3.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
1735,7.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1736,3.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
1737,3.0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1
1738,5.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1739,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1740,4.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1741,4.0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0
1742,3.0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1
1743,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1744,4.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1745,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1746,4.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
1747,2.0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1
1748,3.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
1749,4.0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
1750,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1751,5.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1752,5.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1753,5.0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1754,2.0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1
1755,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1756,4.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1757,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1758,4.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
1759,4.0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1760,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1761,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1762,4.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1763,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1764,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1765,6.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1766,2.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1767,6.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1768,1.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
1769,5.0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
1770,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1771,8.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1772,5.0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1773,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1774,3.0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
1775,4.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1776,3.0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
1777,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1778,3.0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0
1779,5.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
1780,3.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
1781,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1782,3.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1783,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1784,3.0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1785,4.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1786,4.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1787,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
1788,3.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1789,8.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1790,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1791,5.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1792,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1793,5.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1
