,reviews,starpoint,date
51,부담없이 쓰기 좋습니다. 세일할때 사두고 계속 사용합니다. 매끈한 피부유지하기에 좋은 것 같고 각질 케어 후 다음날 사용하면 더 효과를 보는 것 같습니다. 분홍색도 사용해보았는데 이 제품이 훨씬 잘 맞고 좋습니다.,100점,2020.12.26
52,올리브영에서 테스트 해보고 구매했어요 아직 몇번 사용하지 않아서 잘은 모르겠지만 발림성은 좋구요 흡수도 잘돼서 좋네요. 무엇보다 최촉해요 면세점보다 저렴하길래 얼른 샀네요 배송도 빨랐구요 포장도 좋았습니다 잘쓸게요,100점,2019.10.27
53,좋아요 확실히 인생 필수템이거요 바르면 담널 피부가 좀 쫀쫀해졌다고 할까 근데 아침에 바르면 조금 끈적여서 화장할때 불편한거 같기도 해요 가을 겨울에는 이 앰플 없으면 못 살아요 굿굿,100점,2020.03.15
54,항상 사용하는 상품입니다.보습력도 좋고 피부가 탱글탱글하고 쫀득한 느낌입니다 우연한 기회로 사용하고 너무 좋아서 계속 구매해서 사용하고 있습니다 지인들한테도 소개하니 좋아서 구매해서 쓰고 있다고 하네요~~,100점,2020.04.29
55,"온라인 아니면 비싸서 3개월정도 다른거쓰다가 요새 피부가 너무 안좋아져서 다시 구매해봤는데,프로폴리스성분때문인지 서서히 피부가 진정되고있어요.이거랑 크림까지쓰는데 너무 ？？아요!",100점,2019.04.14
56,항상쓰는 앰플이에요 큰사이즈는 처음 구매햇는데 더 맘에 놓이구요 지금은 냉장고에 넣어두고 잇어요 아침저녁으로 촉촉하게 쓰기 좋아요 크림보다 더 부담스럽지않고 앰플은 차앤박이죠,100점,2020.07.21
57,가볍고 촉촉해요 같은 라인 마스크팩이 넘 좋아서 앰플만 따로구입했는데 데일리로 사용하기 넘 좋네요 다쓰면 재구매 하려구요 용량도 꽤커서 오래쓸듯. 자극없이 가볍게 쓰기 좋아요 워낙 비싼제품.ㄷ,100점,2020.11.18
58,한번 써봐야지 생각만하다 처음사서 써봤는데 피부에 잘 스며들고 좋았어요 언니와 엄마에게도 선물했어요 꾸준히 써봐야 더 알겠지만 한달정도 써보니 피부에 좋은것같아 많이 바르고 있어요,100점,2021.01.16
59,나이트케어 용으로만 사용하고 있는데 정말 피부결도 좋아지고 얼굴이 점점 광이 나고 있습니다! 무거운 질감입니다! 흡수력이 좋치만 시간이 걸려요~ 화장전에는 흡수를 시키고 진행하여야 합니다!,100점,2020.03.23
60,항 상 쓰는 제품입니다요 워낙 나온지 오래된 제품이라 믿고 씁니다요 사계절루다가.. 이거 바르면 이름처럼 피부에너지 충전되는 느낌적인 느낌입니다요 좋습니다 파데 바를 때 이거 좀 섞어서 바르면 좋습니다요,100점,2020.11.10
