,reviews,starpoint,date
156,언제나 쓰는것~!! 직구로 착한가격에 겟!!,100점,2019.07.21
157,아직은 효과 잘 모르겠어요 시간이 더 필요한지,60점,2019.11.14
158,몇년째 쓰고있는 제품이예요~유통기한도 길고 좋습니다^^,100점,2020.05.01
159,매번 사용하는 제품 저렴하게 잘 구매했어요.,100점,2020.05.12
160,포장가방도 이쁘고 샘플도 많이 챙겨주시고 좋아요,100점,2020.05.28
161,10년째 사용중. 가격만 더이상 안오르길.,100점,2020.06.07
162,가격 대비 품질 만족합니다,100점,2020.06.26
163,너무 좋은 가격에 구매 했어요...번창하세요,100점,2020.09.03
164,싸게 잘 샀어요 와이프가 좋아하네요 ㅎ잘 사용하겠습니다,100점,2019.03.04
165,계속 쓰는 제품인데 카드청구할인해서 많이 싸게 샀어요.,100점,2020.03.05
166,역시 롯데택배는 아무 연락없이 경비실에 두고갔네요...,80점,2020.03.09
167,시국이 시국인지라 배송은 늦었지만 제품은 제대로 왔네요,80점,2020.03.26
168,좋은상품 좋은 가격에 잘 구매한듯합니다.,100점,2020.06.13
169,해외에서배송치곤 나쁘진않았어요요 일주일정도 걸린거같아요,100점,2020.06.14
170,트리트먼트 에센스를 주문했는데,100점,2019.12.19
171,항상 구매합니다. 저렴하게 구매했습니다.,60점,2020.04.20
172,늘 쓰는 제품 입니다 최저가로 구매 했어요 감사합니다,100점,2020.05.20
173,배송은 늦었지만 저렴하게 잘산거 같아요,80점,2020.10.07
174,배달이 너무늦엇네요ㆍ 제품은 모 ? 필수템같아요,60점,2019.06.08
175,늘 쓰는제품을 저렴한가격에,100점,2019.07.02
176,제가 늘 사용하는 이 상품은 대 만족이에요,100점,2020.02.15
177,선물했는데 받는분이 좋아합니다. 대만족입니다.,100점,2020.05.11
178,잡치도 덜 올라오게 하고 보습력ㄷㅎ 잇어요,100점,2020.06.02
179,빠른 배송 감사합니다.제품은 최고....,100점,2020.06.03
180,저렴하게 잘 구매 했어요 ~~~~~^^,100점,2020.06.12
181,기분이 좋아요^^저렴하게 잘샀거든요^^,100점,2020.11.29
182,계속 쓰던거라 얼굴에 잘 맞아요.~^^,80점,2020.10.04
183,배송이 엄청나게 빨라요. 양품으로 질 받았습니다.,100점,2019.03.26
184,백화점과 비교하면 가격이 너무 착해요,100점,2019.06.05
185,쓰던상품인데 저렴하게 잘구매했습니다.,100점,2019.07.03
186,상품 품질이 좋습니다. 마음에 들어요!.,100점,2019.07.05
187,할인 쿠폰으로 싸게 구입했네요 배송도 빠르네요,100점,2019.07.11
188,좋은데 너무 비싸요~국산 피테라 찾아봐야겠어요.,80점,2019.08.23
189,늘 쓰는 제품입니다. 향이 진하지 않아서 좋아요.,100점,2019.11.25
190,SK2 피테라에센스 페이셜 트리트먼트..,100점,2019.11.30
191,이만한게 없죠... 면세용 다써서 재구매합니다,100점,2020.05.28
192,늘 쓰던제품 제피부엔 최곱니다.,100점,2020.06.27
193,배송도 빠르고 포장 완벽하게 해주셨습니다,100점,2020.07.06
194,잘받았어요 정품이 맞을거라 생각하고 쓰겠습니다,100점,2020.09.26
195,상품 품질이 좋습니다. 마음에 들어요!,100점,2019.07.23
196,상품 품질이 좋습니다. 마음에 들어요!,100점,2019.07.30
197,상품 품질이 좋습니다. 마음에 들어요!,100점,2020.09.22
198,와이프 선물로 사주었네요~마음에 들어하네요,100점,2020.02.18
199,오랫동안 사용하고 있는 제품입니다. 좋아요~^^,100점,2020.04.02
200,엄마 선물로 너무 만족합니다~,100점,2020.05.11
201,빠른배송에 포장도 이쁘고 강추합니다,100점,2020.05.12
